time,label
1500,0
1550,0
1600,0
1650,0
1700,0
1750,0
1800,0
1850,0
1900,0
1950,0
2000,0
2050,0
2100,0
2150,0
2200,0
2250,0
2300,0
2350,0
2400,0
2450,0
2500,3
2550,3
2600,3
2650,3
2700,3
2750,3
2800,3
2850,3
2900,3
2950,3
3000,3
3050,3
3100,3
3150,3
3200,3
3250,3
3300,3
3350,3
3400,3
3450,3
3500,3
3550,3
3600,3
3650,3
3700,3
3750,3
3800,3
3850,3
3900,3
3950,3
4000,3
4050,3
4100,3
4150,3
4200,3
4250,3
4300,3
4350,3
4400,3
4450,3
4500,3
4550,3
4600,3
4650,3
4700,3
4750,3
4800,3
4850,3
4900,3
4950,3
5000,3
5050,3
5100,3
5150,3
5200,3
5250,3
5300,3
5350,3
5400,3
5450,3
5500,3
5550,3
5600,3
5650,3
5700,3
5750,3
5800,3
5850,3
5900,3
5950,3
6000,3
6050,3
6100,3
6150,3
6200,3
6250,3
6300,3
6350,3
6400,3
6450,3
6500,3
6550,3
6600,3
6650,3
6700,3
6750,3
6800,3
6850,3
6900,3
6950,3
7000,3
7050,3
7100,3
7150,3
7200,3
7250,3
7300,3
7350,3
7400,3
7450,3
7500,3
7550,3
7600,3
7650,3
7700,3
7750,3
7800,3
7850,3
7900,3
7950,3
8000,3
8050,3
8100,3
8150,3
8200,3
8250,3
8300,3
8350,3
8400,3
8450,3
8500,3
8550,3
8600,3
8650,3
8700,3
8750,3
8800,3
8850,3
8900,3
8950,3
9000,3
9050,3
9100,3
9150,3
9200,3
9250,3
9300,3
9350,3
9400,3
9450,3
9500,3
9550,3
9600,3
9650,3
9700,3
9750,3
9800,3
9850,3
9900,3
9950,3
10000,3
10050,3
10100,3
10150,3
10200,3
10250,3
10300,3
10350,3
10400,3
10450,3
10500,3
10550,3
10600,3
10650,3
10700,3
10750,3
10800,3
10850,3
10900,3
10950,3
11000,3
11050,3
11100,3
11150,3
11200,3
11250,3
11300,3
11350,3
11400,3
11450,3
11500,3
11550,3
11600,3
11650,3
11700,3
11750,3
11800,3
11850,3
11900,3
11950,3
12000,3
12050,3
12100,3
12150,3
12200,3
12250,3
12300,3
12350,3
12400,3
12450,3
12500,3
12550,3
12600,3
12650,3
12700,3
12750,3
12800,3
12850,3
12900,3
12950,3
13000,3
13050,3
13100,3
13150,3
13200,3
13250,3
13300,3
13350,3
13400,3
13450,3
13500,3
13550,3
13600,3
13650,3
13700,3
13750,3
13800,3
13850,3
13900,3
13950,3
14000,3
14050,3
14100,3
14150,3
14200,3
14250,3
14300,3
14350,3
14400,3
14450,3
14500,3
14550,3
14600,3
14650,3
14700,3
14750,3
14800,3
14850,3
14900,3
14950,3
15000,3
15050,3
15100,3
15150,3
15200,3
15250,3
15300,3
15350,3
15400,3
15450,3
15500,3
15550,3
15600,3
15650,3
15700,3
15750,3
15800,3
15850,3
15900,3
15950,3
16000,3
16050,3
16100,3
16150,3
16200,3
16250,3
16300,3
16350,3
16400,3
16450,3
16500,3
16550,3
16600,3
16650,3
16700,3
16750,3
16800,3
16850,3
16900,3
16950,3
17000,3
17050,3
17100,3
17150,3
17200,3
17250,3
17300,3
17350,3
17400,3
17450,3
17500,3
17550,3
17600,3
17650,3
17700,3
17750,3
17800,3
17850,3
17900,3
17950,3
18000,3
18050,3
18100,3
18150,3
18200,3
18250,3
18300,3
18350,3
18400,3
18450,3
18500,3
18550,3
18600,3
18650,3
18700,3
18750,3
18800,3
18850,3
18900,3
18950,3
19000,3
19050,3
19100,3
19150,3
19200,3
19250,3
19300,3
19350,3
19400,3
19450,3
19500,3
19550,3
19600,3
19650,3
19700,3
19750,3
19800,3
19850,3
19900,3
19950,3
20000,3
20050,3
20100,3
20150,3
20200,3
20250,3
20300,3
20350,3
20400,3
20450,3
20500,3
20550,3
20600,3
20650,3
20700,3
20750,3
20800,3
20850,3
20900,3
20950,3
21000,3
21050,3
21100,3
21150,3
21200,3
21250,3
21300,3
21350,3
21400,3
21450,3
21500,3
21550,3
21600,3
21650,3
21700,3
21750,3
21800,3
21850,3
21900,3
21950,3
22000,3
22050,3
22100,3
22150,3
22200,3
22250,3
22300,3
22350,3
22400,3
22450,3
22500,3
22550,3
22600,3
22650,3
22700,3
22750,3
22800,3
22850,3
22900,3
22950,3
23000,3
23050,3
23100,3
23150,3
23200,3
23250,3
23300,3
23350,3
23400,3
23450,3
23500,3
23550,3
23600,3
23650,3
23700,3
23750,3
23800,3
23850,3
23900,3
23950,3
24000,3
24050,3
24100,3
24150,3
24200,3
24250,3
24300,3
24350,3
