time,label
50,4
100,4
150,4
200,4
250,4
300,4
350,4
400,4
450,4
500,4
550,4
600,4
650,4
700,4
800,2
850,2
900,2
950,2
1000,2
1050,2
1100,2
1550,4
1600,4
1650,4
1700,4
1750,4
1800,4
1850,4
1900,4
1950,4
2000,4
2050,4
2100,4
2150,4
2200,4
2250,4
2300,4
2350,4
2400,4
2450,4
2500,4
2550,4
2600,4
2650,4
2700,4
2750,4
2800,4
2850,4
2900,4
2950,4
3000,4
3050,4
3100,4
3150,4
3200,4
3250,4
3300,4
3350,4
3400,4
3450,4
3500,4
3550,4
3600,4
3650,4
3700,4
3750,4
3800,4
3850,4
5400,0
5450,0
5500,0
5550,0
5600,0
5650,0
5700,0
5750,0
5800,0
5850,0
5900,0
5950,0
6000,0
6050,0
6100,0
6150,0
6200,0
6250,0
6300,0
6350,0
6400,0
6450,0
6500,0
6550,0
6600,0
6650,0
6700,0
6750,0
6800,0
6850,0
6900,0
6950,0
7000,0
7050,0
7100,0
7150,0
7200,0
7250,0
7300,0
7350,0
7400,4
7450,4
7500,4
7550,4
7600,4
7650,4
7700,4
7750,4
7800,3
7850,3
7900,3
7950,3
8000,3
8050,3
8100,3
8150,3
8200,3
8250,3
8300,3
8350,3
8400,3
8450,3
8500,3
8550,3
8600,3
8650,3
8700,3
8750,3
8800,3
8850,3
8900,3
8950,3
9000,1
9050,1
9100,1
9150,1
9200,1
9250,1
9300,1
9350,1
9400,4
9450,4
9500,4
9550,4
9600,4
9650,4
9700,4
9750,4
9800,4
9850,4
9900,4
9950,4
10000,4
10050,4
10100,4
10150,4
10200,4
10250,4
10300,4
10350,4
10400,4
10450,4
10500,4
10550,4
10600,4
10650,4
10700,4
10750,4
10800,4
10850,4
10900,4
10950,4
11000,4
11050,4
11100,4
11200,0
11250,0
11300,0
11350,0
11400,0
11450,0
11500,0
11550,0
11600,0
11650,0
11700,0
11750,0
11800,0
11850,0
11900,0
11950,0
12000,0
12050,0
12100,3
12150,3
12200,3
12250,3
12300,3
12350,3
12400,3
12450,3
12500,3
12550,3
12600,3
12650,3
12700,3
12750,3
12800,3
12850,3
12900,3
12950,3
13000,3
13050,3
13100,3
13150,3
13200,3
13250,3
13300,3
13350,3
13400,3
13450,3
13500,3
13550,3
13600,3
13650,3
13700,3
13750,3
13800,3
13850,3
13900,3
13950,3
14000,3
14050,3
14100,3
14150,3
14200,3
14250,3
14300,3
14350,3
14400,3
14450,3
14500,3
14550,3
14600,3
14650,3
14700,3
14750,3
14800,3
14850,3
14900,3
14950,3
15000,3
15050,3
15100,3
15150,3
15200,3
15250,3
15300,3
15350,3
15400,3
15450,3
15500,3
15550,3
15600,3
15650,3
15700,3
15750,3
15800,3
15850,3
15900,3
15950,3
16000,3
16050,3
16100,3
16150,3
16200,3
16250,3
16300,3
16350,3
16400,3
16450,3
16500,3
16550,3
16600,3
16650,3
16700,3
16750,3
16800,3
16850,3
16900,3
16950,3
17000,3
17050,3
17100,3
17150,3
17200,3
17250,3
17300,3
17350,3
17400,3
17450,3
17500,3
17550,3
17600,3
17650,3
17700,3
17750,3
17800,3
17850,3
17900,3
17950,3
18000,3
18050,3
18100,3
18150,3
18200,3
18250,3
18300,3
18350,3
18400,3
18450,3
18500,3
18550,3
18600,3
18650,3
18700,3
18750,3
18800,3
18850,3
18900,3
18950,3
19000,3
19050,3
19100,3
19150,3
19200,3
19250,3
19300,3
19350,3
19400,3
19450,3
19500,3
19550,3
19600,3
19650,3
19700,3
19750,3
19800,3
19850,3
19900,3
19950,3
20000,3
20050,3
20100,3
20150,3
20200,3
20250,3
20300,3
20350,3
20400,3
20450,3
20500,3
20550,3
20600,3
20650,3
20700,3
20750,3
20800,3
20850,3
20900,3
20950,3
21000,3
21050,3
21100,3
21150,3
21200,3
21250,3
21300,3
21350,3
21400,3
21450,3
21500,3
21550,3
21600,3
21650,3
21700,3
21750,3
21800,3
21850,3
21900,3
21950,3
22000,3
22050,3
22100,3
22150,3
22200,3
22250,3
22300,3
22350,3
22400,3
22450,3
22500,3
