time,label
50,4
100,4
150,4
200,4
250,4
300,4
350,4
400,4
450,4
500,4
550,4
600,4
650,4
700,4
750,4
800,4
850,4
900,4
950,4
1000,4
1050,4
1100,4
1150,4
1200,4
1250,4
1300,4
1350,4
1400,4
1450,4
1500,4
1550,4
1600,4
1650,4
1700,4
1750,4
1800,4
1850,4
1900,4
1950,4
2050,0
2100,0
2150,0
2200,0
2250,0
2300,0
2350,0
2400,0
2450,0
2500,0
2550,0
2600,0
2650,0
2700,0
2750,0
2800,0
2850,0
2900,0
2950,0
3000,0
3050,0
3100,0
3150,0
3200,0
3250,0
3300,0
3350,0
3400,0
3450,0
3500,0
3550,3
3600,3
3650,3
3700,3
3750,3
3800,3
3850,3
3900,3
3950,3
4000,3
4050,3
4100,3
4150,3
4200,3
4250,3
4300,3
4350,3
4400,3
4450,3
4500,3
4550,3
4600,3
4650,3
4700,3
4750,3
4800,3
4850,3
4900,3
4950,3
5000,3
5050,3
5100,3
5150,3
5200,3
5250,3
5300,3
5350,3
5400,3
5450,3
5500,3
5550,3
5600,3
5650,3
5700,3
5750,3
5800,3
5850,3
5900,3
5950,3
6000,3
6050,3
6100,3
6150,3
6200,3
6250,3
6300,3
6350,4
6400,4
6450,4
6500,4
6550,4
6600,4
6650,4
6700,4
6750,4
6800,4
6850,4
6900,4
6950,4
7000,4
7050,4
7100,4
7150,4
7200,4
7250,4
7300,4
7350,4
7400,4
7450,4
7500,4
7550,4
7600,4
7650,4
7700,4
7750,4
7800,4
7850,4
7900,4
7950,4
8000,4
8050,4
8100,4
8150,4
8200,4
8250,4
8300,4
8350,4
8400,4
8450,4
8500,4
8550,4
8600,4
8650,4
8700,4
8750,4
8800,4
8850,4
8900,4
8950,4
9000,4
9050,4
9100,4
9150,4
9200,4
9250,4
9300,4
9350,4
9400,4
9450,4
9500,4
9550,4
9600,4
9650,4
9700,4
9750,4
9800,4
9850,4
9900,4
9950,4
10000,4
10050,4
10100,4
10150,4
10200,4
10250,4
10300,4
10350,4
10400,4
10450,4
10500,4
10550,4
10600,4
10650,4
10700,4
10750,4
10800,4
10850,4
10900,4
10950,4
11000,4
11050,4
11100,4
11150,4
11200,4
11250,4
11300,4
11350,4
11400,4
11450,4
11500,4
11550,4
11600,4
11650,4
11700,4
11750,4
11800,4
11850,4
11900,4
11950,4
12000,4
12050,4
12100,4
12150,4
12200,4
12250,4
12300,4
12350,4
12400,4
12450,4
12500,4
12550,4
12600,4
12650,4
12700,4
12750,4
12800,4
12850,4
12900,4
12950,4
13000,4
13050,4
13100,4
13150,4
13200,4
13250,4
13300,4
13350,4
13400,4
13450,4
13500,4
13550,4
13600,4
13650,4
13700,4
13750,4
13800,4
13850,4
13900,4
13950,4
14000,4
14050,4
14100,4
14150,4
14200,4
14250,4
14300,4
14350,4
14400,4
14450,4
14500,4
14550,4
14600,4
14650,4
14700,4
14750,4
14800,4
14850,4
14900,4
14950,4
15000,4
15050,4
15100,4
15150,4
15200,4
15250,4
15300,4
15350,4
15400,4
15450,4
15500,4
15550,4
15600,4
15650,4
15700,4
15750,4
15800,4
15850,4
15900,4
15950,4
16000,4
16050,4
16100,4
16150,4
16200,4
16250,4
16300,4
16350,4
16400,4
16450,4
16500,4
16550,4
16600,4
16650,4
16700,4
16750,4
16800,4
16850,4
16900,4
16950,4
17000,4
17050,4
17100,4
17150,4
17200,4
17250,4
17300,4
17350,4
17400,4
17450,4
17500,4
17550,4
17600,4
17650,4
17700,4
17750,4
17800,4
17850,4
17900,4
17950,4
18000,4
18050,4
18100,4
18150,4
18200,4
18250,4
18300,4
18350,4
18400,4
18450,4
18500,4
18550,4
18600,4
18650,4
18700,4
18750,4
18800,4
18850,4
18900,4
18950,4
19000,4
19050,4
19100,4
19150,4
19200,4
19250,4
19300,4
19350,4
19400,4
19450,4
19500,4
19550,4
19600,4
19650,4
19700,4
19750,4
19800,4
19850,4
19900,4
19950,4
20000,4
20050,4
20100,4
20150,4
20200,4
20250,4
20300,4
20350,4
20400,4
20450,4
20500,4
20550,4
