time,label
50,0
100,0
150,0
200,0
250,0
300,0
350,0
400,0
450,0
500,0
550,0
600,0
650,0
700,0
750,3
800,3
850,3
900,3
950,3
1000,3
1050,3
1100,3
1150,3
1200,3
1250,3
1300,3
1350,3
1400,3
1450,3
1500,3
1550,3
1600,3
1650,3
1700,3
1750,3
1800,3
1850,3
1900,3
1950,3
2000,3
2050,3
2100,3
2150,3
2200,3
2250,3
2300,3
2350,3
2400,3
2450,3
2500,3
2550,3
2600,3
2650,3
2700,3
2750,3
2800,3
2850,3
2900,3
2950,3
3000,3
3050,3
3100,3
3150,3
3200,3
3250,3
3300,3
3350,3
3400,3
3450,3
3500,3
3550,3
3600,3
3650,3
3700,3
3750,3
3800,3
3850,3
3900,3
3950,3
4000,3
4050,3
4100,3
4150,3
4200,3
4250,3
4300,3
4350,3
4400,3
4450,3
4500,3
4550,3
4600,3
4650,1
4700,1
4750,1
4800,1
4850,1
4900,1
4950,1
5000,1
5050,1
5100,1
5150,1
5200,1
5250,1
5300,1
5350,1
5400,1
5450,1
5500,1
5550,1
5600,1
5650,1
5700,1
5750,1
5800,1
5850,1
5900,1
5950,1
6000,1
6050,1
6100,4
6150,4
6200,4
6250,4
6300,4
6350,4
6400,4
6450,4
6500,4
6550,4
6600,4
6650,4
6700,4
6750,4
6800,4
6850,4
6900,4
6950,4
7000,4
7050,4
7100,4
7150,4
7200,4
7250,4
7300,4
7350,4
7400,4
7450,4
7500,4
7550,4
7600,4
7650,4
7700,4
7750,4
7800,4
7850,4
7900,4
7950,4
8000,4
8050,4
8100,4
8150,4
8200,4
8250,4
8300,4
8350,4
8400,4
8450,4
8500,4
8550,4
8600,4
8650,4
8700,4
8750,4
8800,4
8850,4
8900,4
8950,4
9000,4
9050,4
9100,4
9150,4
9200,4
9250,4
9300,4
9350,4
9400,4
9450,4
9500,4
10100,0
10150,0
10200,0
10250,0
10300,0
10350,0
10400,0
10450,0
10500,0
10550,0
10600,0
10650,0
10700,0
10750,0
10800,0
10850,0
10900,0
10950,0
11000,0
11050,0
11100,0
11150,0
11200,0
11250,0
11300,0
11350,0
11400,0
11450,0
11500,0
11550,0
11600,0
11650,0
11700,0
11750,0
11800,0
11850,4
11900,4
11950,4
12000,4
12050,4
12100,4
12150,4
12200,4
12250,4
12300,4
12350,4
12400,4
12450,4
12500,4
12550,4
12600,4
12650,4
12700,4
12750,4
12800,4
12850,4
12900,4
12950,4
13000,4
13050,4
13100,4
13150,4
13200,4
13250,4
13300,4
13350,4
13400,4
13450,4
13500,4
13550,4
13600,4
13650,4
13700,4
13750,4
13800,4
13850,4
13900,4
13950,4
14000,4
14050,4
14100,4
14150,4
14200,4
14250,4
14300,4
14350,4
14400,4
14450,4
14500,4
14550,4
14600,4
14650,4
14700,4
14750,4
14800,4
14850,4
14900,4
14950,4
15000,4
15050,4
15100,4
15150,4
15200,4
15250,4
15300,4
15350,4
15400,4
15450,4
15500,4
15550,4
15600,4
15650,4
15700,4
15750,4
15800,4
15850,4
15900,4
15950,4
16000,4
16050,4
16100,4
16150,4
16200,4
16250,4
16300,4
16350,4
16400,4
16450,4
16500,4
16550,4
16600,4
16650,4
16700,4
16750,4
16800,4
16850,4
16900,4
16950,4
17000,4
17050,4
17100,4
17150,4
17200,4
17250,4
17300,4
17350,4
17400,4
17450,4
17500,4
17550,4
17600,4
17650,4
17700,4
17750,4
17800,4
17850,4
17900,4
17950,4
18000,4
18050,4
18100,4
18150,4
18200,4
18250,4
18300,4
18350,4
18400,4
18450,4
18500,4
18550,4
18600,4
18650,4
18700,4
18750,4
18800,4
18850,4
18900,4
18950,4
19000,4
19050,4
19100,4
19150,4
19200,4
19250,4
19300,4
19350,4
19400,4
19450,4
19500,4
19550,4
19600,4
19650,4
19700,4
19750,4
19800,4
19850,4
19900,4
19950,4
20000,4
20050,4
20100,4
20150,4
20200,4
20250,4
20300,4
20350,4
20400,4
20450,4
20500,4
20550,4
20600,4
20650,4
20700,4
20750,4
20800,4
20850,4
20900,4
20950,4
21000,4
21050,4
21100,4
21150,4
21200,4
21250,4
21300,4
21350,4
21400,4
21450,4
21500,4
21550,4
21600,4
21650,4
21700,4
21750,4
21800,4
21850,4
21900,4
21950,4
22000,4
22050,4
22100,4
22150,4
22200,4
22250,4
22300,4
22350,4
22400,4
22450,4
22500,4
22550,4
22600,4
22650,4
22700,4
22750,4
22800,4
22850,4
22900,4
22950,4
23000,4
23050,4
23100,4
23150,4
23200,4
23250,4
23300,4
23350,4
23400,4
23450,4
23500,4
23550,4
23600,4
23650,4
23700,4
23750,4
23800,4
23850,4
23900,4
23950,4
24000,4
24050,4
24100,4
24150,4
24200,4
24250,4
24300,4
24350,4
24400,4
24450,4
24500,4
24550,4
24600,4
24650,4
24700,4
24750,4
24800,4
24850,4
24900,4
24950,4
25000,4
25050,4
25100,4
25150,4
25200,4
25250,4
25300,4
25350,4
25400,4
25450,4
25500,4
25550,4
25600,4
25650,4
25700,4
25750,4
25800,4
25850,4
25900,4
25950,4
26000,4
26050,4
26100,4
26150,4
26200,4
26250,4
26300,4
26350,4
26400,4
26450,4
26500,4
26550,4
26600,4
26650,4
26700,4
26750,4
26800,4
26850,4
26900,4
26950,4
27000,4
27050,4
27100,4
27150,4
27200,4
27250,4
27300,4
27350,4
27400,4
27450,4
27500,4
27550,4
27600,4
27650,4
27700,4
27750,4
27800,4
27850,4
27900,4
27950,4
28000,4
28050,4
28100,4
28150,4
28200,4
28250,4
28300,4
28350,4
28400,4
28450,4
28500,4
28550,4
28600,4
28650,4
28700,4
28750,4
28800,4
28850,4
28900,4
28950,4
29000,4
29050,4
29100,4
29150,4
29200,4
29250,4
29300,4
29350,4
29400,4
29450,4
29500,4
29550,4
29600,4
29650,4
29700,4
29750,4
29800,4
29850,4
29900,4
29950,4
30000,4
30050,4
30100,4
30150,4
30200,4
30250,4
30300,4
30350,4
30400,4
30450,4
30500,4
30550,4
30600,4
30650,4
30700,4
30750,4
30800,4
30850,4
30900,4
30950,4
31000,4
31050,4
31100,4
31150,4
31200,4
31250,4
31300,4
31350,4
31400,4
31450,4
31500,4
31550,4
31600,4
31650,4
31700,4
31750,4
31800,4
31850,4
31900,4
31950,4
32000,4
32050,4
32100,4
32150,4
32200,4
32250,4
32300,4
32350,4
32400,4
32450,4
32500,4
32550,4
32600,4
32650,4
32700,4
