time,label
50,0
100,0
150,0
200,0
250,0
300,0
350,0
400,0
450,0
500,0
550,0
600,0
650,0
700,0
750,0
800,0
850,0
900,0
950,0
1000,0
1050,0
1100,0
1150,0
1200,0
1250,0
1300,0
1350,0
1400,0
1450,0
1500,0
1550,0
1600,0
1650,0
1700,0
1750,0
1800,0
1850,0
1900,0
1950,0
2000,0
2050,0
2100,0
2150,0
2200,0
2250,1
2300,1
2350,1
2400,1
2450,1
2500,1
2550,1
2600,1
2650,1
2700,1
2750,1
2800,1
2850,1
2900,1
2950,1
3000,1
3050,1
3100,1
3150,1
3200,1
3250,1
3300,1
3350,3
3400,3
3450,3
3500,3
3550,3
3600,3
3650,3
3700,3
3750,3
3800,3
3850,3
3900,3
3950,3
4000,3
4050,3
4100,3
4150,3
4200,3
4250,3
4300,3
4350,3
4400,3
4450,3
4500,3
4550,3
4600,3
4650,3
4700,3
4750,3
4800,3
4850,4
4900,4
4950,4
5000,4
5050,4
5100,4
5150,4
5200,4
5250,4
5300,4
5350,4
5400,4
5450,4
5500,4
5550,4
5600,4
5650,4
5700,4
5750,4
5800,4
5850,4
5900,4
5950,4
6000,4
6050,4
6100,4
6150,4
6200,4
6250,4
6300,4
6350,4
6400,4
6450,4
6500,4
6550,4
6600,4
6650,4
6700,4
6750,4
6800,4
6850,4
6900,4
6950,4
7000,4
7050,4
7100,4
7150,4
7200,4
7250,4
7300,4
7350,4
7400,4
7450,4
7500,4
7550,4
7600,4
7650,4
7700,4
7750,2
7800,2
7850,2
7900,2
7950,2
8000,2
8050,2
8100,2
8150,2
8200,2
8250,2
8300,2
8350,2
8400,2
8450,2
8500,2
8550,2
8600,2
8650,2
8700,2
8750,2
8800,2
8850,2
8900,4
8950,4
9000,4
9050,4
9100,4
9150,0
9200,0
9250,0
9300,0
9350,0
9400,0
9450,0
9500,0
9550,0
9600,0
9650,0
9700,0
9750,0
9800,0
9850,0
9900,0
9950,0
10000,0
10050,3
10100,3
10150,3
10200,3
10250,3
10300,3
10350,3
10400,3
10450,3
10500,3
10550,3
10600,3
10650,3
10700,3
10750,3
10800,3
10850,3
10900,3
10950,3
11000,3
11050,3
11100,3
11150,3
11200,3
11250,3
11300,3
11350,3
11400,3
11450,3
11500,3
11550,3
11600,3
11650,3
11700,3
11750,3
11800,3
11850,3
11900,3
11950,3
12000,3
12050,3
12100,3
12150,3
12200,3
12250,3
12300,3
12350,3
12400,3
12450,3
12500,3
12550,3
12600,3
12650,3
12700,3
12750,3
12800,3
12850,3
12900,3
12950,3
13000,3
13050,3
13100,3
13150,3
13200,3
13250,3
13300,3
13350,3
13400,3
13450,3
13500,3
13550,3
13600,3
13650,3
13700,3
13750,3
13800,3
13850,3
13900,3
13950,3
14000,3
14050,3
14100,3
14150,3
14200,3
14250,3
14300,3
14350,3
14400,3
14450,3
14500,3
14550,3
14600,3
14650,4
14700,4
14750,4
14800,4
14850,4
14900,4
14950,4
15000,4
15050,4
15100,4
15150,4
15200,4
15250,4
15300,4
15350,4
15400,4
15450,4
15500,4
15550,4
15600,4
15650,4
15700,4
15750,4
15800,4
15850,4
15900,4
15950,4
16000,4
16050,4
16100,4
16150,4
16200,4
16250,4
16300,4
16350,4
16400,4
16450,4
16500,4
16550,4
16600,4
16650,4
16700,4
16750,4
16800,4
16850,4
16900,4
16950,4
17000,4
17050,4
17100,4
17150,4
17200,4
17250,4
17300,4
17350,4
17400,4
17450,4
17500,4
17550,4
17600,4
17650,4
17700,4
17750,4
17800,4
17850,4
17900,4
17950,4
18000,4
18050,4
18100,4
18150,4
18200,4
18250,4
18300,4
18350,4
18400,4
18450,4
18500,4
18550,4
18600,4
18650,4
18700,4
18750,4
18800,4
18850,4
18900,4
18950,4
19000,4
19050,4
19100,4
19150,4
19200,4
19250,4
19300,4
19350,4
19400,4
19450,4
19500,4
19700,2
19750,2
19800,2
19850,2
19900,2
19950,2
20000,2
20050,2
20100,2
20150,2
20200,2
20250,2
20300,2
20350,2
20400,0
20450,0
20500,0
20550,0
20600,0
20650,0
20700,0
20750,0
20800,0
20850,0
20900,0
20950,0
21000,0
21050,0
21100,0
21150,0
21200,0
21250,3
21300,3
21350,3
21400,3
21450,3
21500,3
21550,3
21600,3
21650,3
21700,3
21750,3
21800,3
21850,3
21900,3
21950,3
22000,3
22050,3
22100,3
22150,3
22200,3
22250,3
22300,3
22350,3
22400,3
22500,4
22550,4
22600,4
22650,4
22700,4
22750,4
23000,2
23050,2
23100,2
23150,2
23200,2
23250,2
23300,2
25350,4
25400,4
25450,4
25500,4
25550,4
25600,4
25650,4
25700,4
25750,4
25800,4
25850,4
25900,4
25950,4
26000,4
26050,4
26100,4
26150,4
26200,4
26250,4
26300,4
26350,4
26400,4
26450,4
26500,4
26550,4
26600,4
26650,4
26700,4
26750,4
26800,4
26850,4
26900,4
26950,4
27000,4
27050,4
27100,4
27150,4
27200,4
27250,4
27300,4
27350,4
27400,4
27450,4
27500,4
27550,4
27600,4
27650,4
27700,4
27750,4
27800,4
27850,4
27900,4
27950,4
28000,4
28050,4
28100,4
28150,4
28200,4
28250,4
28300,4
28350,4
28400,4
28450,4
28500,4
28550,4
28600,4
28650,4
28700,4
28750,4
28800,4
28850,4
28900,4
28950,4
29000,4
29050,4
29100,4
29150,4
29200,4
29250,4
29300,4
29350,4
29400,4
29450,4
29500,4
29550,4
29600,4
29650,4
29700,4
29750,4
29800,4
29850,4
29900,4
29950,4
30000,4
30050,4
30100,4
30150,4
30200,4
30250,4
30300,4
30350,4
30400,4
30450,4
30500,4
30550,4
30600,4
30650,4
30700,4
30750,4
30800,4
30850,4
30900,4
30950,4
31000,4
31050,4
31100,4
31150,4
31200,4
31250,4
31300,4
31350,4
31400,4
31450,4
31500,4
31550,4
31600,4
31650,4
31700,4
31750,4
31800,4
31850,4
31900,4
31950,4
32000,4
32050,4
32100,4
32150,4
32200,4
32250,4
32300,4
32350,4
32400,4
32450,4
32500,4
32550,4
32600,4
32650,4
32700,4
32750,4
32800,4
32850,4
32900,4
32950,4
33000,4
33050,4
33100,4
33150,4
33200,4
33250,4
33300,4
33350,4
33400,4
33450,4
33500,4
33550,4
33600,4
33650,4
33700,4
33750,4
33800,4
33850,4
33900,4
33950,4
34000,4
34050,4
34100,4
34150,4
34200,4
34250,4
34300,4
34350,4
34400,4
34450,4
34500,4
34550,4
